graph_id,node_id,label,train_mask,val_mask,test_mask,feat_feature_00,feat_feature_01,feat_feature_02,feat_feature_03,feat_feature_04,X,Y,Z
0,0,0,True,False,False,0.0,0.0,0.0,1.0,0.0,45.644718,72.784206,129.275001
0,1,0,True,False,False,1.0,0.0,0.0,0.0,0.0,54.044719,65.984205,-0.739751
0,2,0,True,False,False,0.0,0.0,0.0,1.0,0.0,35.669717,81.359204,52.625
0,3,0,True,False,False,0.0,0.0,0.0,1.0,0.0,35.669718,81.359204,41.674999
0,4,0,True,False,False,0.0,0.0,0.0,1.0,0.0,71.019722,72.784206,89.125
0,5,0,True,False,False,0.0,0.0,0.0,1.0,0.0,45.644718,65.984205,45.325001
0,6,0,True,False,False,0.0,0.0,0.0,1.0,0.0,54.04472,72.784206,132.925003
0,7,0,True,False,False,0.0,0.0,0.0,1.0,0.0,45.644718,65.984205,52.625
0,8,0,True,False,False,0.0,0.0,0.0,1.0,0.0,62.444721,65.984205,100.075001
0,9,0,True,False,False,0.0,0.0,0.0,1.0,0.0,37.069717,65.984205,125.625
0,10,0,True,False,False,0.0,0.0,0.0,1.0,0.0,35.669717,81.359203,63.575001
0,11,0,True,False,False,0.0,0.0,0.0,1.0,0.0,71.019722,72.784206,85.475003
0,12,0,True,False,False,0.0,0.0,0.0,1.0,0.0,45.644718,72.784206,30.724999
0,13,0,True,False,False,0.0,0.0,0.0,1.0,0.0,71.019722,72.784207,63.575001
0,14,0,True,False,False,0.0,0.0,0.0,1.0,0.0,72.41972,81.359203,143.875
0,15,0,True,False,False,0.0,0.0,0.0,1.0,0.0,45.644718,72.784206,8.5
0,16,0,True,False,False,0.0,0.0,0.0,1.0,0.0,62.444721,65.984205,41.674999
0,17,0,True,False,False,0.0,0.0,0.0,1.0,0.0,54.04472,65.984205,89.125
0,18,0,True,False,False,0.0,0.0,0.0,0.0,1.0,62.44472,81.359204,78.474999
0,19,0,True,False,False,0.0,1.0,0.0,0.0,0.0,41.444719,70.359203,3.175
0,20,0,True,False,False,0.0,0.0,0.0,1.0,0.0,54.044719,65.984205,59.924999
0,21,0,True,False,False,1.0,0.0,0.0,0.0,0.0,28.319718,65.984205,-0.739751
0,22,0,True,False,False,0.0,0.0,0.0,1.0,0.0,62.444721,65.984205,103.725002
0,23,0,True,False,False,0.0,0.0,0.0,1.0,0.0,62.444721,72.784206,67.225002
0,24,0,True,False,False,0.0,0.0,0.0,1.0,0.0,72.41972,81.359204,34.375
0,25,0,True,False,False,0.0,0.0,0.0,1.0,0.0,62.444721,72.784206,8.5
0,26,0,True,False,False,0.0,0.0,0.0,1.0,0.0,54.044719,72.784206,45.325001
0,27,0,True,False,False,0.0,0.0,0.0,1.0,0.0,62.444721,72.784207,125.625
0,28,0,True,False,False,0.0,0.0,0.0,1.0,0.0,62.444721,65.984205,154.824997
0,29,0,True,False,False,0.0,0.0,0.0,1.0,0.0,37.069717,72.784206,118.325001
0,30,0,True,False,False,0.0,0.0,0.0,1.0,0.0,45.644718,65.984205,16.125
0,31,0,True,False,False,0.0,0.0,0.0,1.0,0.0,72.41972,81.359204,45.325001
0,32,0,True,False,False,0.0,0.0,0.0,1.0,0.0,35.669717,81.359203,147.525001
0,33,0,True,False,False,0.0,0.0,0.0,1.0,0.0,62.444721,65.984205,27.075
0,34,0,True,False,False,0.0,0.0,0.0,1.0,0.0,35.669717,81.359204,34.375
0,35,0,True,False,False,0.0,0.0,0.0,1.0,0.0,62.444721,65.984205,114.674999
0,36,0,True,False,False,0.0,0.0,0.0,1.0,0.0,37.069717,65.984205,27.075
0,37,0,True,False,False,0.0,0.0,0.0,1.0,0.0,71.019722,72.784206,111.024997
0,38,0,True,False,False,0.0,0.0,0.0,1.0,0.0,71.019722,72.784206,70.875
0,39,0,True,False,False,0.0,0.0,0.0,1.0,0.0,37.069717,65.984205,132.925003
0,40,0,True,False,False,0.0,0.0,0.0,1.0,0.0,62.444721,72.784206,114.674999
0,41,0,True,False,False,0.0,0.0,0.0,1.0,0.0,54.04472,72.784207,16.125001
0,42,0,True,False,False,0.0,0.0,0.0,1.0,0.0,54.04472,65.984205,67.225003
0,43,0,True,False,False,0.0,0.0,0.0,1.0,0.0,45.644718,72.784206,59.924999
0,44,0,True,False,False,0.0,0.0,0.0,1.0,0.0,54.044719,65.984205,38.024999
0,45,0,True,False,False,0.0,0.0,0.0,1.0,0.0,54.044719,72.784206,27.075
0,46,0,True,False,False,0.0,0.0,0.0,1.0,0.0,71.019722,65.984205,45.325001
0,47,0,True,False,False,0.0,0.0,0.0,1.0,0.0,54.044719,72.784206,129.275002
0,48,0,True,False,False,0.0,0.0,0.0,1.0,0.0,54.044719,72.784207,121.975003
0,49,0,True,False,False,1.0,0.0,0.0,0.0,0.0,37.069717,74.559204,-0.739751
0,50,0,True,False,False,0.0,0.0,0.0,1.0,0.0,45.644718,72.784206,121.975002
0,51,0,True,False,False,0.0,0.0,0.0,1.0,0.0,71.019722,72.784206,92.774997
0,52,0,True,False,False,1.0,0.0,0.0,0.0,0.0,71.019722,82.959202,-0.739751
0,53,0,True,False,False,0.0,0.0,0.0,1.0,0.0,62.444721,72.784207,70.875
0,54,0,True,False,False,0.0,0.0,0.0,1.0,0.0,35.669718,81.359204,136.574997
0,55,0,True,False,False,0.0,0.0,0.0,1.0,0.0,71.019722,72.784206,136.574997
0,56,0,True,False,False,0.0,0.0,0.0,1.0,0.0,45.644718,65.984205,111.024998
0,57,0,True,False,False,0.0,0.0,0.0,1.0,0.0,62.444721,65.984205,129.275002
0,58,0,True,False,False,0.0,0.0,0.0,1.0,0.0,71.019722,72.784206,56.274999
0,59,0,True,False,False,0.0,0.0,0.0,0.0,1.0,45.64472,81.359203,78.474998
0,60,0,True,False,False,0.0,0.0,0.0,1.0,0.0,45.644718,72.784206,23.425
0,61,0,True,False,False,0.0,0.0,0.0,1.0,0.0,45.644718,65.984205,121.975003
0,62,0,True,False,False,0.0,0.0,0.0,1.0,0.0,62.444721,72.784206,48.975
0,63,0,True,False,False,0.0,0.0,0.0,1.0,0.0,71.019722,65.984205,8.5
0,64,0,True,False,False,0.0,0.0,0.0,1.0,0.0,37.069717,65.984205,114.674999
0,65,0,True,False,False,0.0,0.0,0.0,1.0,0.0,54.044719,65.984205,121.975003
0,66,0,True,False,False,1.0,0.0,0.0,0.0,0.0,79.769722,65.984205,-0.739751
0,67,0,True,False,False,0.0,0.0,0.0,1.0,0.0,37.069717,65.984205,19.775001
0,68,0,True,False,False,0.0,0.0,0.0,1.0,0.0,54.044719,72.784206,111.024997
0,69,0,True,False,False,0.0,0.0,0.0,1.0,0.0,54.044719,72.784206,81.825001
0,70,0,True,False,False,0.0,0.0,0.0,1.0,0.0,45.644718,72.784206,114.674999
0,71,0,True,False,False,0.0,0.0,0.0,1.0,0.0,35.669718,81.359204,125.625
0,72,0,True,False,False,0.0,0.0,0.0,1.0,0.0,71.019722,72.784206,121.975003
0,73,0,True,False,False,0.0,0.0,0.0,1.0,0.0,37.069717,72.784206,70.875
0,74,0,True,False,False,0.0,0.0,0.0,1.0,0.0,45.644718,65.984205,67.225003
0,75,0,True,False,False,0.0,0.0,0.0,1.0,0.0,62.444721,72.784206,81.825001
0,76,0,True,False,False,0.0,0.0,0.0,1.0,0.0,62.444721,72.784206,56.274999
0,77,0,True,False,False,0.0,1.0,0.0,0.0,0.0,49.844718,70.359204,3.175
0,78,0,True,False,False,0.0,0.0,0.0,1.0,0.0,54.044719,65.984205,103.725002
0,79,0,True,False,False,0.0,0.0,0.0,1.0,0.0,35.669718,81.359203,143.875
0,80,0,True,False,False,0.0,0.0,0.0,1.0,0.0,72.41972,81.359203,140.224998
0,81,0,True,False,False,0.0,0.0,0.0,1.0,0.0,72.419719,81.359203,56.274999
0,82,0,True,False,False,0.0,0.0,0.0,1.0,0.0,62.444721,65.984205,125.625
0,83,0,True,False,False,0.0,0.0,0.0,1.0,0.0,45.644718,65.984205,129.275002
